Date,Close,Open,High,Low,Volume,Change
1981-05-01,0.0055504950058152544,0.005554837061267234,0.005544762702418473,0.005578804976256023,0.0009144947416552355,0.5423445974134334
1981-05-02,0.005518976010892966,0.005523293409584856,0.005513276258906729,0.005547125220570301,0.0005416444835214637,0.49812265331664585
1981-05-04,0.004604925158146557,0.004608527510795815,0.004600169397066093,0.004628412305684298,0.0005098510506573436,0.40342094284522323
1981-05-06,0.004636444153068849,0.0046400711624781975,0.004631655840577841,0.004660092061370025,0.0004404835607719908,0.5047976637463496
1981-05-07,0.0041951782241567885,0.004198460038924867,0.004190845631413395,0.0042165754817698855,0.000379787007122307,0.4530663329161452
1981-05-08,0.004006064254623051,0.0040091981288305845,0.004001926970342921,0.004026496947655542,0.0002670648360586086,0.4806007509386733
1981-05-09,0.004037583249545339,0.004040741780512964,0.004033413413854665,0.004058176703341265,0.0001248614817936352,0.5047976637463496
1981-05-12,0.004037583249545339,0.004040741780512964,0.004033413413854665,0.004058176703341265,0.00010896476536157515,0.5014601585314977
1981-05-13,0.004384292193690531,0.004387721949019154,0.004379764292483874,0.004406654015884233,0.0002000095958361008,0.5402586566541511
1981-05-14,0.004888596112447168,0.004892420375937242,0.0048835473886718085,0.004913530106855818,0.00029307764476561594,0.5569461827284106
1981-05-15,0.00485707711752488,0.004860876724254864,0.004852060945160064,0.004881850351170095,0.0004000191916722016,0.49812265331664585
1981-05-16,0.004888596112447168,0.004892420375937242,0.0048835473886718085,0.004913530106855818,0.00011676860797367735,0.5047976637463496
1981-05-18,0.004762520132758006,0.004766245769207718,0.004757601614624823,0.004786811084112919,0.0002138830938131714,0.4876929495202337
1981-05-19,0.00469948214291343,0.00470315846584296,0.004694628727601334,0.004723451572741474,0.00022717852937453067,0.4943679599499375
1981-05-20,0.00485707711752488,0.004860876724254864,0.004852060945160064,0.004881850351170095,0.0003595548225724124,0.5185648727576133
1981-05-21,0.00485707711752488,0.004860876724254864,0.004852060945160064,0.004881850351170095,0.0003046388930798414,0.5014601585314977
1981-05-22,0.004667963147991137,0.004671614814160577,0.0046631422840895855,0.004691771817055748,0.00023556043440234415,0.4810179390905298
1981-05-23,0.004573406163224269,0.0045769838591134355,0.0045686829535543485,0.004596732549998575,0.00019162769080828732,0.49103045473508555
1981-05-25,0.004888596112447168,0.004892420375937242,0.0048835473886718085,0.004913530106855818,0.00026995514813716497,0.5360867751355862
1981-05-26,0.005361381036281517,0.005365575151172953,0.005355844041347999,0.00538872644214168,0.00046360605740044175,0.5527743012098457
